customer_key,customer_id,first_name,last_name,marital_status,gender,birth_date,country,created_date
AW00013160,13160,Joseph,Jackson,Married,Female,2004-10-13,United Kingdom,2025-03-29
AW00013161,13161,Andrew,Moore,Single,Male,1966-05-06,Australia,2024-07-18
AW00013162,13162,Andrew,Clark,Single,Female,1996-07-18,New Zealand,2025-08-09
AW00013163,13163,Carol,Baker,Single,Female,1978-03-02,Australia,2024-08-26
AW00013164,13164,Keziah,Hall,Single,Male,2004-09-16,Australia,2024-04-11
AW00013165,13165,Daniel,Manu,Single,Male,1958-04-10,nan,2024-10-03
AW00013166,13166,Mary,Campbell,Married,Female,1992-11-16,Australia,2025-12-28
AW00013167,13167,Amanda,Singh,Married,Female,1981-04-18,Australia,2023-10-16
AW00013168,13168,Amanda,Clark,Married,Male,1986-02-04,Canada,2026-01-05
AW00013169,13169,Linda,Manu,Married,Female,1945-05-21,Germany,2025-02-03
AW00013170,13170,Tane,Campbell,Married,Female,2003-01-25,Australia,2024-10-13
AW00013171,13171,Donna,Martin,Married,Male,1971-01-02,Canada,2023-07-28
AW00013172,13172,Tane,Martin,Married,Female,1995-09-17,France,2025-09-24
AW00013173,13173,James,Jackson,Married,Male,1975-05-22,Australia,2026-03-22
AW00013174,13174,George,Jones,Married,Female,1948-08-06,Australia,2024-01-15
AW00013175,13175,Keziah,Scott,Married,Male,1972-08-22,United Kingdom,2026-02-20
AW00013176,13176,Nancy,Campbell,Married,Male,1964-10-08,Australia,2025-06-15
AW00013177,13177,Jennifer,Wright,Single,Female,1974-04-13,Australia,2023-02-10
AW00013178,13178,James,Allen,Single,Male,1997-05-05,United States,2023-01-30
AW00013179,13179,Jason,Johnson,Married,Female,1962-07-24,United Kingdom,2025-11-14
AW00013180,13180,Rebecca,Jackson,Married,Female,1984-12-18,Australia,2023-05-21
AW00013181,13181,Lisa,Roberts,Married,Female,1990-12-01,New Zealand,2025-03-15
AW00013182,13182,Linda,Thomas,Married,Male,1973-07-05,US,2024-03-18
AW00013183,13183,Timothy,Singh,Single,Female,2004-10-26,Australia,2024-06-14
AW00013184,13184,Baraa,Johnson,Married,Female,1983-05-14,DE,2025-07-15
AW00013185,13185,Ronald,Lewis,Single,Male,1946-02-04,Australia,2026-05-18
AW00013186,13186,Jennifer,Anderson,Married,Male,1972-08-22,United States,2025-07-03
AW00013187,13187,Joshua,Nelson,Single,Female,1964-05-08,Australia,2024-05-03
AW00013188,13188,Baraa,Brown,Single,Female,1982-04-15,Germany,2023-03-09
AW00013189,13189,Susan,Smith,Married,Female,1959-09-12,Canada,2024-10-22
AW00013190,13190,Jennifer,Singh,Married,Female,1982-02-28,New Zealand,2025-09-06
AW00013191,13191,Jason,Williams,Married,Male,1957-11-20,France,2025-12-25
AW00013192,13192,Deborah,Perez,Married,Female,1992-02-17,Canada,2024-12-26
AW00013193,13193,Charles,King,Married,Female,1997-12-29,United States,2025-06-01
AW00013194,13194,Daniel,Baker,Married,Male,1945-08-05,Australia,2023-02-24
AW00013195,13195,James,King,Married,Male,1982-03-10,United States,2025-08-25
AW00013196,13196,Karen,Ngata,Married,Female,1995-12-14,United States,2026-01-23
AW00013197,13197,Linda,Clark,Single,Male,1962-11-17,NZ,2024-12-19
AW00013198,13198,Jennifer,Thompson,Married,Male,1970-12-21,NZ,2023-08-26
AW00013199,13199,Brian,Wright,Single,Male,1972-02-04,Australia,2024-11-19
AW00013200,13200,Lisa,Parker,Married,Male,1989-04-30,Germany,2025-08-24
AW00013201,13201,Paul,Manu,Single,Male,1965-02-22,United States,2024-02-27
AW00013202,13202,Deborah,Kumar,Single,Male,1958-10-27,Australia,2025-02-27
AW00013203,13203,William,Lopez,Married,Female,1956-02-22,Australia,2023-12-08
AW00013204,13204,William,Kumar,Single,Male,1982-06-05,United Kingdom,2024-01-16
AW00013205,13205,Emily,Singh,Single,Male,1947-07-22,Australia,2025-12-13
AW00013206,13206,Elizabeth,Mitchell,Single,Female,1989-03-27,United States,2024-05-09
AW00013207,13207,Daniel,Mitchell,Married,Female,1998-09-24,United States,2024-07-18
AW00013208,13208,Paul,Thomas,Single,Female,1995-09-28,United Kingdom,2024-07-02
AW00013209,13209,Matthew,Lewis,Single,Male,2001-05-05,Australia,2024-04-28
AW00013210,13210,Ashley,Turner,Single,Female,1978-06-26,Australia,2024-08-28
AW00013211,13211,Deborah,Hall,Married,Female,1968-04-14,Canada,2026-01-30
AW00013212,13212,Donald,Davis,Married,Male,1958-02-10,Australia,2024-06-30
AW00013213,13213,Mere,Turner,Married,Male,1977-01-23,US,2025-02-01
AW00013214,13214,James,Miller,Married,Female,1977-05-27,Australia,2023-05-21
AW00013215,13215,David,Patel,Married,Female,1949-05-16,United Kingdom,2023-12-24
AW00013216,13216,Joshua,Jones,Single,Male,1991-02-07,Australia,2026-03-07
AW00013217,13217,Donna,Smith,Single,Male,1953-06-24,Germany,2024-07-21
AW00013218,13218,Brian,King,Married,Male,1993-10-12,Germany,2025-07-31
AW00013219,13219,Robert,Perez,Married,Female,2006-06-15,Australia,2025-05-11
AW00013220,13220,Donald,Toalii,Married,Female,2006-06-30,Germany,2026-05-26
AW00013221,13221,Deborah,Turner,Single,Male,1953-08-07,Australia,2025-11-23
AW00013222,13222,Baraa,Kumar,Single,Male,1957-11-23,Australia,2025-09-24
AW00013223,13223,Linda,Davis,Single,Male,1970-04-01,Canada,2023-07-02
AW00013224,13224,Kenneth,Davis,Married,Female,1981-12-18,France,2023-10-07
AW00013225,13225,Rebecca,Williams,Single,Male,1954-03-11,United States,2024-10-11
AW00013226,13226,Brian,Patel,Married,Male,1961-11-27,Australia,2024-06-05
AW00013227,13227,Lisa,Walker,Married,Male,1982-06-11,Australia,2024-02-17
AW00013228,13228,Mark,Turner,Married,Female,1955-06-17,United Kingdom,2025-10-03
AW00013229,13229,Mary,Thompson,Single,Female,1988-01-08,United States,2023-02-24
AW00013230,13230,Matthew,Brown,Single,Male,1957-06-22,Australia,2024-05-16
AW00013231,13231,William,Adams,Single,Female,1960-06-13,AU,2025-06-07
AW00013232,13232,Paul,Carter,Single,Male,1955-08-23,United States,2023-07-19
AW00013233,13233,Mere,Jackson,Single,Female,2006-09-23,United Kingdom,2024-12-10
AW00013234,13234,Lisa,Ngata,Single,Male,1963-10-30,Australia,2023-12-08
AW00013235,13235,Amanda,Johnson,Single,Male,1983-02-11,United States,2024-09-27
AW00013236,13236,Deborah,Miller,Single,Male,1951-12-23,nan,2025-08-20
AW00013237,13237,Mere,King,Married,Male,1983-09-10,Australia,2026-02-24
AW00013238,13238,Melissa,Thomas,Single,Male,1947-12-11,New Zealand,2023-09-26
AW00013239,13239,Anthony,Campbell,Single,Female,1987-01-31,Australia,2025-04-22
AW00013240,13240,Elizabeth,Carter,Married,Female,1948-11-19,Canada,2025-11-30
AW00013241,13241,Nancy,Mitchell,Married,Female,1953-08-29,Australia,2023-01-21
AW00013242,13242,Daniel,Lewis,Married,Female,1997-09-19,Germany,2023-03-16
AW00013243,13243,Amanda,Baker,Single,Female,2005-03-01,Australia,2023-04-22
AW00013244,13244,Emily,Adams,Married,Male,1958-01-22,Australia,2026-02-25
AW00013245,13245,John,Lopez,Single,Male,1997-01-05,Canada,2026-02-14
AW00013246,13246,Timothy,Clark,Single,Female,1989-11-30,Germany,2023-01-13
AW00013247,13247,Jason,Perez,Single,Male,1990-04-19,Australia,2023-01-26
AW00013248,13248,Jessica,Kumar,Single,Male,1996-11-13,Australia,2025-03-27
AW00013249,13249,Stephanie,Martin,Married,Male,1962-03-09,United States,2025-04-27
AW00013250,13250,Mark,Johnson,Married,Female,1993-03-10,Australia,2024-12-02
AW00013251,13251,Anthony,Kumar,Married,Female,1953-11-08,Australia,2023-09-05
AW00013252,13252,Mark,Baker,Married,Female,1977-11-17,Australia,2026-03-18
AW00013253,13253,Jennifer,Hall,Single,Female,1984-06-11,United Kingdom,2025-08-29
AW00013254,13254,Rebecca,Ngata,Single,Female,1961-03-24,New Zealand,2025-09-15
AW00013255,13255,Andrew,Hall,Married,Female,1983-01-18,United States,2024-12-22
AW00013256,13256,Donna,Mitchell,Single,Male,1981-07-26,Australia,2025-01-15
AW00013257,13257,Robert,Ngata,Married,Male,1956-02-03,Australia,2025-04-14
AW00013258,13258,Patricia,Clark,Single,Male,1989-06-25,United Kingdom,2024-12-12
AW00013259,13259,Carol,Singh,Married,Male,1994-12-26,Australia,2026-04-24
AW00013260,13260,Amanda,Carter,Married,Male,1974-06-09,United Kingdom,2024-03-30
AW00013261,13261,Peter,Walker,Married,Female,1970-06-12,United States,2023-05-21
AW00013262,13262,Melissa,Turner,Single,Female,2006-08-22,Australia,2025-10-11
AW00013263,13263,Ashley,Thomas,Married,Male,1965-04-07,Australia,2023-01-20
AW00013264,13264,Elizabeth,Kumar,Married,Male,1983-05-25,United Kingdom,2023-04-04
AW00013265,13265,Sarah,Martin,Single,Female,1987-09-04,United States,2024-02-25
AW00013266,13266,Lisa,Davis,Married,Male,1961-02-01,Australia,2023-11-25
AW00013267,13267,Sione,Thompson,Single,Female,1989-02-09,Australia,2024-10-13
AW00013268,13268,Peter,Roberts,Single,Female,1984-04-20,United Kingdom,2024-04-25
AW00013269,13269,Mere,Baker,Single,Male,1955-09-12,Australia,2023-09-12
AW00013270,13270,Kenneth,Johnson,Married,Male,1997-12-25,United States,2024-04-28
AW00013271,13271,Lisa,White,Married,Male,1950-10-22,Australia,2026-02-22
AW00013272,13272,Malia,Nime,Married,Female,1975-05-20,France,2023-01-30
AW00013273,13273,Daniel,Thomas,Single,Male,1956-01-06,Australia,2023-03-14
AW00013274,13274,Elizabeth,Allen,Married,Female,1989-10-11,United States,2023-10-13
AW00013275,13275,Michael,Davis,Married,Female,2002-10-06,Australia,2023-09-23
AW00013276,13276,William,Lewis,Single,Male,1987-09-09,United States,2026-05-24
AW00013277,13277,Sione,Perez,Single,Male,1988-06-21,United States,2023-04-15
AW00013278,13278,Aroha,Nelson,Single,Female,1985-10-15,France,2024-05-07
AW00013279,13279,William,Williams,Married,Male,1988-11-25,Australia,2026-05-22
AW00013280,13280,Michael,Manu,Married,Male,1947-09-01,Canada,2024-12-30
AW00013281,13281,Sione,Campbell,Married,Male,1951-02-14,United States,2024-03-05
AW00013282,13282,Nancy,Green,Single,Female,1961-01-25,Australia,2024-02-17
AW00013283,13283,Lisa,Mitchell,Single,Male,1958-09-14,AU,2024-09-19
AW00013284,13284,Betty,Green,Married,Female,1951-11-13,Australia,2026-01-17
AW00013285,13285,Melissa,Wilson,Married,Female,1986-10-23,Australia,2023-01-22
AW00013286,13286,Richard,Patel,Single,Female,1988-12-25,Australia,2025-08-18
AW00013287,13287,Michael,Anderson,Single,Female,1993-06-30,United States,2026-01-29
AW00013288,13288,George,Martin,Married,Female,1983-08-13,United States,2024-11-18
AW00013289,13289,Sarah,Lewis,Single,Male,1979-06-02,United States,2023-06-29
AW00013290,13290,George,Carter,Married,Male,1984-09-14,Australia,2023-08-18
AW00013291,13291,Thomas,Turner,Single,Male,1960-11-13,United States,2026-05-22
AW00013292,13292,George,Davis,Married,Female,1959-09-23,New Zealand,2025-01-21
AW00013293,13293,Mary,Lee,Married,Male,1973-01-12,United Kingdom,2024-08-05
AW00013294,13294,Sarah,Patel,Single,Female,1954-10-25,Germany,2024-10-21
AW00013295,13295,Daniel,Williams,Married,Male,2004-03-21,Australia,2023-09-05
AW00013296,13296,Melissa,Parker,Single,Male,1987-09-12,US,2023-11-17
AW00013297,13297,Sandra,Taylor,Single,Male,1990-06-17,Canada,2024-06-30
AW00013298,13298,Paul,Kumar,Married,Female,1989-05-20,Australia,2024-09-01
AW00013299,13299,Keziah,Nime,Single,Male,2000-05-07,Australia,2025-07-11
AW00013300,13300,Tane,Wright,Single,Female,1973-10-02,United States,2025-12-07
AW00013301,13301,Thomas,Hall,Married,Female,1956-07-02,United Kingdom,2025-08-27
AW00013302,13302,Mere,Garcia,Married,Male,1997-05-23,United Kingdom,2023-09-17
AW00013303,13303,Kimberly,Jones,Single,Female,1975-08-14,Australia,2025-07-11
AW00013304,13304,Tane,Manu,Married,Male,1975-12-19,France,2026-04-28
AW00013305,13305,Tane,Parker,Single,Male,1976-07-07,United States,2026-05-29
AW00013306,13306,Ashley,Wilson,Married,Female,1967-03-20,Canada,2024-06-01
AW00013307,13307,Daniel,Johnson,Married,Female,1998-02-28,Australia,2024-04-05
AW00013308,13308,Mere,Clark,Married,Female,1972-05-10,DE,2024-12-22
AW00013309,13309,Sandra,Allen,Single,Female,1946-10-08,Canada,2025-03-04
AW00013310,13310,David,Martin,Single,Male,1986-05-09,Canada,2025-03-12
AW00013311,13311,Anthony,Garcia,Married,Female,1995-12-18,Australia,2023-10-15
AW00013312,13312,Carol,Walker,Single,Male,1968-12-02,Canada,2023-12-31
AW00013313,13313,Linda,Manu,Married,Male,1997-10-02,Australia,2025-10-10
AW00013314,13314,Charles,Baker,Married,Male,1978-11-21,Australia,2023-04-12
AW00013315,13315,Barbara,Toalii,Single,Female,1996-05-13,United States,2023-02-13
AW00013316,13316,Ronald,Johnson,Married,Female,1953-12-23,Australia,2025-12-06
AW00013317,13317,David,Moore,Married,Female,1975-02-21,France,2023-12-08
AW00013318,13318,Amanda,Jackson,Single,Male,1959-12-14,United Kingdom,2026-01-15
AW00013319,13319,Michelle,Phillips,Married,Female,1984-02-12,Australia,2026-02-25
AW00013320,13320,Elizabeth,Ngata,Single,Female,1993-01-27,United States,2025-07-02
AW00013321,13321,Ashley,Johnson,Married,Male,1949-04-07,Australia,2024-01-25
AW00013322,13322,Michael,Brown,Married,Male,1965-04-07,AU,2025-12-10
AW00013323,13323,James,Lopez,Single,Male,1996-11-15,USA,2025-09-12
AW00013324,13324,Anthony,King,Married,Male,1969-07-11,Canada,2025-09-18
AW00013325,13325,Keziah,Kumar,Married,Female,1983-04-27,Australia,2023-11-26
AW00013326,13326,Michelle,White,Single,Male,2003-06-15,Australia,2024-07-09
AW00013327,13327,Steven,Walker,Single,Male,1983-11-03,Australia,2025-01-25
AW00013328,13328,Betty,Scott,Single,Male,1962-12-14,United States,2024-12-23
AW00013329,13329,Keziah,Adams,Single,Male,2001-01-25,Australia,2024-02-29
AW00013330,13330,Donald,Roberts,Married,Female,1946-09-02,Australia,2025-07-06
AW00013331,13331,Daniel,Parker,Married,Male,1996-10-02,United States,2026-05-30
AW00013332,13332,Ronald,Nelson,Married,Male,1969-01-14,New Zealand,2023-01-24
AW00013333,13333,Baraa,Hall,Single,Female,1995-10-16,Australia,2025-12-16
AW00013334,13334,Nancy,Lee,Married,Female,1991-11-09,France,2025-05-15
AW00013335,13335,Brian,King,Single,Male,1958-04-04,United States,2023-07-19
AW00013336,13336,Emily,Clark,Married,Female,1984-01-23,Australia,2023-04-05
AW00013337,13337,Jessica,Smith,Single,Female,2001-11-15,Canada,2024-12-20
AW00013338,13338,Baraa,Martin,Married,Male,1968-12-12,Australia,2023-04-12
AW00013339,13339,Michael,Singh,Single,Male,1968-01-04,United States,2024-05-12
AW00013340,13340,Jennifer,Johnson,Married,Female,1981-05-31,France,2024-05-11
AW00013341,13341,Patricia,Thompson,Married,Male,1962-03-21,New Zealand,2023-09-30
AW00013342,13342,Andrew,Baker,Married,Female,1972-11-10,United States,2024-12-27
AW00013343,13343,Mere,Manu,Married,Male,1982-11-11,United States,2024-03-29
AW00013344,13344,Michael,Thomas,Married,Male,1963-02-14,Australia,2023-08-25
AW00013345,13345,David,Green,Married,Female,1947-08-13,Canada,2026-02-23
AW00013346,13346,Richard,Wright,Single,Female,2004-02-04,Australia,2025-04-22
AW00013347,13347,Sarah,Young,Married,Female,1988-08-03,Australia,2023-03-28
AW00013348,13348,Andrew,Martin,Married,Female,1952-07-13,Australia,2023-07-10
AW00013349,13349,Kenneth,Phillips,Married,Male,1950-09-15,Canada,2023-12-20
AW00013350,13350,Jessica,Green,Married,Male,1977-08-10,Australia,2023-08-29
AW00013351,13351,Baraa,Walker,Married,Female,1980-08-10,United Kingdom,2023-04-21
AW00013352,13352,Barbara,Parker,Married,Male,1966-03-06,United States,2024-08-12
AW00013353,13353,Susan,Phillips,Single,Male,1991-10-30,Australia,2026-02-08
AW00013354,13354,Anthony,Perez,Single,Male,1989-07-16,Australia,2025-05-05
AW00013355,13355,Charles,Clark,Single,Female,1998-10-24,Australia,2023-01-29
AW00013356,13356,Brian,Thompson,Married,Female,1974-07-18,Australia,2026-01-24
AW00013357,13357,Nancy,Thomas,Single,Female,1966-03-03,Australia,2023-06-22
AW00013358,13358,Jennifer,Patel,Single,Female,1957-12-11,Australia,2024-01-08
AW00013359,13359,Melissa,Toalii,Married,Female,1969-08-19,Australia,2023-09-20
AW00013360,13360,Linda,Brown,Single,Female,1997-11-20,Australia,2024-08-26
AW00013361,13361,Andrew,Wright,Married,Male,1955-02-19,Australia,2025-09-26
AW00013362,13362,Sandra,Roberts,Single,Female,1987-08-09,France,2026-01-22
AW00013363,13363,Daniel,Turner,Single,Male,1958-01-01,United Kingdom,2025-06-18
AW00013364,13364,Carol,Lee,Single,Female,1972-08-25,Australia,2026-01-27
AW00013365,13365,Emily,Green,Married,Male,1948-02-15,Australia,2023-03-15
AW00013366,13366,Brian,Campbell,Married,Female,2006-12-19,DE,2023-01-23
AW00013367,13367,Jennifer,Williams,Married,Female,1967-09-12,United Kingdom,2023-10-27
AW00013368,13368,Ashley,Mitchell,Single,Female,2002-04-29,Australia,2025-10-17
AW00013369,13369,Stephanie,Patel,Single,Male,2006-06-24,United States,2024-09-30
AW00013370,13370,Malia,Lee,Married,Male,1984-09-09,Australia,2023-06-15
AW00013371,13371,Jason,Smith,Single,Female,1967-12-05,Canada,2024-03-12
AW00013372,13372,Sandra,Lewis,Single,Female,1971-09-07,Australia,2025-01-12
AW00013373,13373,James,Perez,Single,Male,1984-05-16,United States,2025-05-26
AW00013374,13374,Donna,Toalii,Single,Male,1948-01-16,Australia,2025-10-18
AW00013375,13375,Ronald,Adams,Married,Female,1989-02-10,France,2025-06-06
AW00013376,13376,George,Baker,Single,Female,1974-11-07,New Zealand,2024-04-10
AW00013377,13377,Patricia,Martin,Married,Male,1959-05-22,Australia,2026-04-01
AW00013378,13378,Steven,Baker,Married,Male,1976-07-26,US,2026-04-29
AW00013379,13379,Kenneth,Clark,Married,Female,1985-08-31,Germany,2023-05-01
AW00013380,13380,Charles,Singh,Single,Male,2002-07-17,New Zealand,2025-10-12
AW00013381,13381,Mere,Nime,Married,Female,2002-07-08,Australia,2024-05-13
AW00013382,13382,Mere,Walker,Single,Female,1962-12-14,Australia,2024-12-15
AW00013383,13383,Betty,Parker,Married,Male,1996-08-29,Australia,2025-03-03
AW00013384,13384,Mark,Davis,Married,Female,1967-05-25,United Kingdom,2025-12-19
AW00013385,13385,Deborah,Thomas,Married,Female,1998-04-17,United Kingdom,2024-10-24
AW00013386,13386,Linda,Williams,Single,Male,1985-07-04,Australia,2023-02-11
AW00013387,13387,Joseph,Singh,Single,Male,1968-05-21,United States,2025-01-01
AW00013388,13388,Patricia,Anderson,Single,Female,1970-04-13,Australia,2025-08-18
AW00013389,13389,Richard,Garcia,Married,Female,1977-12-24,Australia,2025-05-16
AW00013390,13390,Mary,Smith,Single,Male,1996-03-04,United States,2024-05-15
AW00013391,13391,Ronald,Phillips,Single,Male,1995-02-09,Australia,2023-04-11
AW00013392,13392,Jessica,Davis,Married,Male,1952-12-25,Australia,2023-12-19
AW00013393,13393,Keziah,Lopez,Single,Male,1968-06-27,United Kingdom,2024-04-09
AW00013394,13394,Matthew,Campbell,Married,Male,1949-06-20,New Zealand,2024-12-25
AW00013395,13395,Anthony,Jones,Single,Female,1998-11-12,Canada,2024-05-13
AW00013396,13396,Elizabeth,King,Married,Female,1978-01-04,Australia,2024-09-18
AW00013397,13397,Brian,Manu,Single,Male,1946-04-08,United Kingdom,2026-04-17
AW00013398,13398,Barbara,Toalii,Married,Female,1985-09-15,US,2023-10-10
AW00013399,13399,Jennifer,Perez,Single,Male,1955-08-20,United Kingdom,2024-04-26
AW00013400,13400,Richard,Nelson,Married,Male,1962-02-04,Australia,2023-09-14
AW00013401,13401,Malia,Lewis,Married,Female,1970-11-01,Australia,2023-04-20
AW00013402,13402,Nancy,Nime,Married,Male,1956-09-06,Germany,2023-01-11
AW00013403,13403,James,Green,Married,Male,1998-11-02,United States,2025-01-31
AW00013404,13404,Betty,White,Single,Female,2005-10-03,Australia,2026-05-26
AW00013405,13405,Thomas,Kumar,Single,Female,1981-08-26,Australia,2025-02-07
AW00013406,13406,Steven,Manu,Married,Male,1971-01-14,Canada,2025-07-28
AW00013407,13407,William,Phillips,Married,Female,2000-06-01,Australia,2025-02-13
AW00013408,13408,Melissa,Taylor,Married,Male,1978-03-01,Australia,2026-04-15
AW00013409,13409,Mary,Anderson,Single,Female,1952-09-10,Australia,2023-12-09
AW00013410,13410,George,Wilson,Married,Male,1974-01-01,Australia,2026-05-28
AW00013411,13411,Brian,Williams,Married,Female,2006-08-15,Australia,2023-07-01
AW00013412,13412,Michelle,Smith,Single,Female,1982-12-23,Germany,2024-11-16
AW00013413,13413,Lisa,Toalii,Married,Female,1951-07-22,Australia,2026-02-05
AW00013414,13414,Andrew,Perez,Single,Male,1949-09-04,Australia,2024-06-23
AW00013415,13415,Steven,White,Single,Female,1987-04-02,United Kingdom,2024-09-19
AW00013416,13416,Betty,White,Married,Male,1945-06-25,Germany,2024-10-25
AW00013417,13417,James,Miller,Single,Male,1972-02-21,nan,2024-06-01
AW00013418,13418,Melissa,Young,Single,Female,1956-11-12,Australia,2025-07-09
AW00013419,13419,John,Roberts,Single,Female,1997-01-29,New Zealand,2023-07-25
AW00013420,13420,Timothy,Ngata,Single,Male,1990-03-12,Australia,2024-03-08
AW00013421,13421,Brian,Scott,Married,Female,1986-12-30,Australia,2023-01-12
AW00013422,13422,David,Lopez,Married,Female,1992-08-02,Australia,2025-04-30
AW00013423,13423,Stephanie,Allen,Single,Male,1955-06-26,UK,2025-01-04
AW00013424,13424,Stephanie,Baker,Married,Female,1989-10-15,Australia,2024-02-08
AW00013425,13425,Jennifer,White,Married,Female,1977-05-08,Canada,2023-03-02
AW00013426,13426,Jessica,Toalii,Married,Male,1968-08-13,Canada,2025-03-25
AW00013427,13427,Timothy,Young,Married,Female,1991-05-20,United States,2024-06-27
AW00013428,13428,Joseph,Wright,Married,Female,1973-04-23,United Kingdom,2024-01-28
AW00013429,13429,Patricia,Adams,Married,Male,1958-07-28,France,2023-09-03
AW00013430,13430,Stephanie,Taylor,Single,Male,1949-10-10,Germany,2023-04-19
AW00013431,13431,Nancy,Turner,Single,Male,1965-08-16,Australia,2024-11-18
AW00013432,13432,Ashley,Jones,Married,Female,1968-05-07,France,2026-01-31
AW00013433,13433,George,Lewis,Single,Female,1984-02-26,United States,2023-01-10
AW00013434,13434,Jennifer,Allen,Married,Male,1948-08-29,Australia,2025-05-16
AW00013435,13435,Keziah,Lopez,Single,Female,1986-01-25,Canada,2024-11-19
AW00013436,13436,Lisa,Carter,Married,Male,1956-02-04,Australia,2025-02-09
AW00013437,13437,Michael,Adams,Single,Male,1970-06-28,Australia,2026-02-25
AW00013438,13438,Kenneth,Wilson,Married,Female,1990-08-23,Australia,2024-10-07
AW00013439,13439,Tane,Kumar,Single,Female,1997-05-09,United States,2025-03-26
AW00013440,13440,Lisa,Mitchell,Married,Female,1992-03-11,United States,2023-07-11
AW00013441,13441,Carol,Campbell,Married,Female,1982-05-12,Australia,2024-09-26
AW00013442,13442,Joseph,Thomas,Married,Female,1989-09-09,Australia,2023-01-24
AW00013443,13443,Richard,Lee,Married,Female,1947-05-01,United States,2024-03-31
AW00013444,13444,Steven,Singh,Single,Male,1980-05-13,Australia,2026-01-17
AW00013445,13445,Malia,Scott,Married,Female,1974-01-10,Australia,2026-05-27
AW00013446,13446,William,Adams,Married,Male,1986-04-16,United States,2023-09-08
AW00013447,13447,Lisa,Jackson,Single,Male,1985-09-26,France,2023-09-14
AW00013448,13448,Nan,Kumar,Single,Male,1998-04-23,United States,2026-02-22
AW00013449,13449,Susan,Green,Married,Male,1948-12-07,Australia,2025-06-03
AW00013450,13450,Mere,Hall,Married,Female,1974-02-24,NZ,2023-03-30
AW00013451,13451,Joseph,Wright,Married,Male,1963-12-19,Australia,2025-09-18
AW00013452,13452,Andrew,Baker,Married,Male,1973-12-29,New Zealand,2025-07-31
AW00013453,13453,Sandra,Campbell,Single,Male,1994-02-02,Canada,2024-12-06
AW00013454,13454,Jason,Roberts,Single,Female,1953-04-21,New Zealand,2026-04-05
AW00013455,13455,Susan,Lopez,Married,Male,1966-07-16,United Kingdom,2024-03-11
AW00013456,13456,Joshua,Nelson,Married,Female,1953-01-01,Australia,2025-10-05
AW00013457,13457,Carol,Ngata,Married,Male,1959-08-15,Australia,2026-01-06
AW00013458,13458,Donald,Walker,Married,Female,1970-07-25,United States,2023-01-03
AW00013459,13459,Matthew,Johnson,Married,Female,1955-10-27,nan,2025-09-18
AW00013460,13460,Charles,Carter,Married,Female,1972-10-27,United States,2023-10-04
AW00013461,13461,Sandra,Mitchell,Married,Male,1977-03-19,Australia,2023-01-17
AW00013462,13462,Andrew,Wilson,Married,Female,1990-12-29,United States,2025-02-09
AW00013463,13463,Elizabeth,Lopez,Married,Male,1979-10-26,United States,2025-08-05
AW00013464,13464,Timothy,Young,Married,Female,1953-02-04,Australia,2024-03-16
AW00013465,13465,Richard,Thomas,Single,Male,2000-01-28,Australia,2025-05-23
AW00013466,13466,Paul,Davis,Married,Female,1953-05-04,Germany,2023-07-02
AW00013467,13467,Nancy,Scott,Single,Male,1986-08-02,Australia,2025-06-01
AW00013468,13468,Steven,Walker,Single,Female,1989-06-09,New Zealand,2025-12-21
AW00013469,13469,Richard,Nime,Married,Male,1971-01-30,United Kingdom,2023-08-21
AW00013470,13470,Linda,Adams,Married,Male,1987-11-07,Australia,2025-04-24
AW00013471,13471,William,Williams,Married,Female,2006-05-24,Germany,2026-02-17
AW00013472,13472,Lisa,Brown,Married,Female,1991-12-06,Australia,2024-07-31
AW00013473,13473,Donald,Nime,Single,Female,1994-06-07,United States,2023-04-02
AW00013474,13474,Susan,Perez,Married,Male,1991-01-23,Australia,2024-04-08
AW00013475,13475,Joseph,Martin,Married,Male,1982-01-20,Canada,2024-10-25
AW00013476,13476,Tane,Miller,Married,Female,1976-11-21,Australia,2024-04-12
AW00013477,13477,Sarah,Jones,Married,Female,1990-03-02,Germany,2023-09-20
AW00013478,13478,Robert,Roberts,Married,Male,2004-05-09,NZ,2025-07-24
AW00013479,13479,Malia,Jackson,Single,Female,1980-04-03,Australia,2025-03-03
AW00013480,13480,Aroha,Thomas,Single,Male,1971-09-15,Australia,2024-03-07
AW00013481,13481,Daniel,Adams,Single,Male,2005-02-18,Germany,2026-04-03
AW00013482,13482,Richard,Taylor,Single,Female,1975-08-16,Australia,2025-09-23
AW00013483,13483,Jessica,Thomas,Single,Female,1963-12-09,United Kingdom,2023-04-12
AW00013484,13484,Joshua,Thompson,Married,Female,2005-06-01,United States,2024-03-25
AW00013485,13485,Keziah,Jones,Single,Female,1945-07-11,Australia,2023-07-10
AW00013486,13486,Michelle,Manu,Single,Female,1960-05-29,United Kingdom,2024-09-20
AW00013487,13487,Amanda,Adams,Married,Female,1981-05-06,New Zealand,2024-07-26
AW00013488,13488,James,Walker,Single,Female,1972-03-02,United States,2023-09-21
AW00013489,13489,Rebecca,Walker,Married,Male,2006-12-18,United States,2023-05-27
AW00013490,13490,George,Toalii,Single,Male,1972-02-26,Germany,2024-01-26
AW00013491,13491,David,Manu,Married,Male,1946-03-31,Canada,2023-03-31
AW00013492,13492,Mark,Davis,Single,Male,1961-11-20,United Kingdom,2024-04-27
