cst_id,cst_key,cst_firstname,cst_lastname,cst_marital_status,cst_gndr,cst_create_date
11982.0,AW00011982,Robert,Garcia,S,F,2024-10-23
11983.0,AW00011983,Joshua,Green,M,M,2024-02-17
11984.0,AW00011984,Brian,Lee,S,F,2023-10-27
11985.0,AW00011985,Daniel,Allen,S,M,2024-01-28
11986.0,AW00011986,David,Smith,M,M,2024-06-07
11987.0,AW00011987,Susan,Jackson,S,M,2025-11-14
11988.0,AW00011988,Aroha,Jackson,M,M,2025-08-05
11989.0,AW00011989,Joseph,Walker,S,M,2024-04-04
11990.0,AW00011990,Anthony,Nelson,M,M,2024-04-16
11991.0,AW00011991,Richard,Ngata,S,F,2024-10-18
11992.0,AW00011992,Peter,Garcia,M,M,2023-02-03
11993.0,AW00011993,Linda,Nelson,M,M,2024-09-23
11994.0,AW00011994,Thomas,Baker,M,F,2025-02-26
11995.0,AW00011995,Nancy,Anderson,M,M,2025-03-05
11996.0,AW00011996,Sarah,Wright,S,F,2024-07-20
11997.0,AW00011997,Brian,Young,M,M,2023-05-03
11998.0,AW00011998,Mark,Parker,M,F,2024-09-06
11999.0,AW00011999,Jennifer,Miller,M,F,2026-01-26
12000.0,AW00012000,Lisa,King,S,F,2026-02-28
12001.0,AW00012001,Barbara,Lee,S,F,2026-01-18
12002.0,AW00012002,Barbara,Young,M,F,2025-02-15
12003.0,AW00012003,Deborah,Thomas,M,F,2026-03-30
12004.0,AW00012004,Matthew,Thomas,S,M,2023-04-15
12005.0,AW00012005,Lisa,Brown,S,F,2024-04-29
12006.0,AW00012006,Sione,Walker,M,F,2025-12-10
12007.0,AW00012007,Daniel,Nime,M,M,2024-12-28
12008.0,AW00012008,Michael,Wright,S,M,2024-01-07
12009.0,AW00012009,Sione,Davis,S,F,2025-05-24
12010.0,AW00012010,Michelle,Hall,S,F,2025-07-10
12011.0,AW00012011,Amanda,Campbell,S,F,2023-01-12
12012.0,AW00012012,Betty,Phillips,M,F,2025-09-17
12013.0,AW00012013,Kimberly,Carter,S,F,2023-03-19
12014.0,AW00012014,Daniel,Singh,S,M,2026-03-21
12015.0,AW00012015,Kimberly,Williams,M,M,2023-06-24
12016.0,AW00012016,Kimberly,Toalii,S,M,2026-01-13
12017.0,AW00012017,Sandra,Jackson,S,F,2024-11-03
12018.0,AW00012018,Jennifer,Nelson,M,M,2025-07-25
12019.0,AW00012019,Sandra,Allen,S,F,2025-08-06
12020.0,AW00012020,Sarah,Anderson,S,F,2023-08-03
12021.0,AW00012021,Ronald,Jackson,M,M,2024-09-23
12022.0,AW00012022,Jason,Brown,S,M,2023-05-19
12023.0,AW00012023,Jason,Manu,M,F,2023-06-12
12024.0,AW00012024,Tane,Jackson,M,F,2023-03-06
12025.0,AW00012025,Paul,Nime,S,F,2023-10-05
12026.0,AW00012026,Patricia,Singh,M,M,2024-10-15
12027.0,AW00012027,Rebecca,Parker,S,F,2024-07-27
12028.0,AW00012028,Sarah,Martin,M,M,2023-06-10
12029.0,AW00012029,David,Jones,S,M,2026-01-18
12030.0,AW00012030,Rebecca,Miller,S,M,2024-02-25
12031.0,AW00012031,Malia,Johnson,S,M,2025-09-30
12032.0,AW00012032,Brian,Anderson,S,M,2025-07-22
12033.0,AW00012033,Mere,Young,M,F,2024-09-13
12034.0,AW00012034,Linda,Ngata,S,F,2024-04-29
12035.0,AW00012035,Rebecca,White,S,F,2026-02-12
12036.0,AW00012036,James,Moore,M,M,2025-04-01
12037.0,AW00012037,Mary,Miller,M,M,2026-05-19
12038.0,AW00012038,Brian,Adams,S,F,2025-09-20
12039.0,AW00012039,Rebecca,Campbell,M,F,2024-11-28
12040.0,AW00012040,James,Singh,S,F,2023-08-13
12041.0,AW00012041,Malia,Allen,M,M,2026-01-09
12042.0,AW00012042,Sandra,Patel,M,M,2024-02-02
12043.0,AW00012043,Aroha,Perez,M,F,2025-12-26
12044.0,AW00012044,William,Anderson,S,F,2023-02-28
12045.0,AW00012045,Linda,Manu,M,M,2025-11-10
12046.0,AW00012046,Timothy,Hall,S,F,2024-04-21
12047.0,AW00012047,Malia,Anderson,S,F,2024-12-27
12048.0,AW00012048,Donna,Thomas,M,F,2023-04-23
12049.0,AW00012049,Barbara,Taylor,S,F,2025-09-30
12050.0,AW00012050,Susan,Campbell,M,M,2025-09-26
12051.0,AW00012051,Rebecca,Turner,M,F,2024-09-28
12052.0,AW00012052,Lisa,Jones,M,F,2024-06-29
12053.0,AW00012053,Emily,Davis,S,M,2024-10-20
12054.0,AW00012054,Sandra,Singh,M,F,2026-02-22
12055.0,AW00012055,Susan,Perez,S,F,2023-07-31
12056.0,AW00012056,Betty,Patel,M,F,2025-11-17
12057.0,AW00012057,Jessica,Lopez,M,F,2024-05-06
12058.0,AW00012058,Ronald,Brown,S,M,2024-12-27
12059.0,AW00012059,Andrew,Smith,S,F,2026-05-05
12060.0,AW00012060,Donald,Wilson,S,M,2025-12-13
12061.0,AW00012061,Donna,Allen,M,M,2024-11-23
12062.0,AW00012062,Joshua,Anderson,M,M,2023-11-14
12063.0,AW00012063,Susan,Williams,M,M,2025-01-01
12064.0,AW00012064,Jennifer,Nelson,S,F,2023-04-23
12065.0,AW00012065,Amanda,Lopez,S,F,2023-02-01
12066.0,AW00012066,Sarah,Moore,M,M,2024-10-30
12067.0,AW00012067,Deborah,Lee,M,M,2024-12-29
12068.0,AW00012068,Emily,Scott,M,M,2025-09-13
12069.0,AW00012069,Keziah,Lopez,S,F,2024-05-13
12070.0,AW00012070,Tane,Perez,M,F,2024-09-25
12071.0,AW00012071,Kenneth,Toalii,M,M,2025-02-11
12072.0,AW00012072,Patricia,Davis,S,F,2023-01-21
12073.0,AW00012073,Karen,Carter,M,F,2025-12-18
12074.0,AW00012074,Sarah,King,M,M,2024-05-01
12075.0,AW00012075,Joshua,Kumar,M,F,2023-09-11
12076.0,AW00012076,Rebecca,Mitchell,M,M,2025-09-06
12077.0,AW00012077,Nancy,White,S,M,2025-10-08
12078.0,AW00012078,Barbara,Wilson,S,F,2024-12-27
12079.0,AW00012079,Mark,Hall,S,F,2023-05-03
12080.0,AW00012080,Anthony,King,M,M,2025-02-02
12081.0,AW00012081,Anthony,Martin,S,M,2024-07-06
12082.0,AW00012082,Sione,Green,M,M,2025-03-25
12083.0,AW00012083,Sarah,Manu,M,F,2026-02-23
12084.0,AW00012084,Lisa,Phillips,S,M,2025-03-24
12085.0,AW00012085,Ashley,Phillips,M,M,2025-11-15
12086.0,AW00012086,Patricia,Baker,M,M,2023-01-22
12087.0,AW00012087,George,Thompson,M,F,2023-01-26
12088.0,AW00012088,Sione,Perez,M,F,2024-05-23
12089.0,AW00012089,Tane,Roberts,M,F,2023-02-11
12090.0,AW00012090,Elizabeth,Johnson,S,M,2024-03-10
12091.0,AW00012091,Tane,Hall,S,M,2024-02-15
12092.0,AW00012092,Timothy,Taylor,S,M,2025-06-18
12093.0,AW00012093,Peter,Roberts,S,M,2025-05-06
12094.0,AW00012094,Mark,Walker,M,M,2024-05-19
12095.0,AW00012095,Tane,Smith,M,M,2024-01-28
12096.0,AW00012096,George,Parker,S,F,2023-01-18
12097.0,AW00012097,Sione,Kumar,S,F,2024-05-02
12098.0,AW00012098,Kenneth,Wright,M,F,2024-11-19
12099.0,AW00012099,Linda,Hall,S,F,2025-03-17
12100.0,AW00012100,Malia,King,M,F,2025-05-29
12101.0,AW00012101,Karen,Perez,M,F,2024-02-03
12102.0,AW00012102,Malia,Young,S,F,2026-03-30
12103.0,AW00012103,Paul,Lewis,S,F,2025-08-27
12104.0,AW00012104,Melissa,Davis,M,F,2024-08-15
12105.0,AW00012105,James,Perez,M,M,2023-08-16
12106.0,AW00012106,Thomas,Parker,S,M,2023-02-11
12107.0,AW00012107,Robert,Johnson,M,M,2023-12-24
12108.0,AW00012108,Lisa,Wilson,M,M,2024-05-25
12109.0,AW00012109,Thomas,Patel,M,M,2024-12-13
12110.0,AW00012110,Michael,Ngata,S,F,2023-04-18
12111.0,AW00012111,Elizabeth,Lee,M,F,2024-09-05
12112.0,AW00012112,Kimberly,Green,M,F,2024-03-26
12113.0,AW00012113,Joseph,Taylor,M,F,2024-09-02
12114.0,AW00012114,Susan,Jackson,M,F,2024-03-27
12115.0,AW00012115,Charles,Taylor,S,M,2023-11-21
12116.0,AW00012116,Lisa,Jackson,M,M,2023-06-11
12117.0,AW00012117,Patricia,Mitchell,S,M,2025-02-17
12118.0,AW00012118,Deborah,Perez,M,M,2024-12-10
12119.0,AW00012119,Rebecca,Green,S,F,2024-11-28
12120.0,AW00012120,Timothy,Green,M,M,2023-12-06
12121.0,AW00012121,Lisa,Scott,S,M,2026-05-18
12122.0,AW00012122,Malia,Turner,M,F,2025-07-22
12123.0,AW00012123,Anthony,Jackson,M,M,2024-03-15
12124.0,AW00012124,Timothy,Phillips,S,F,2024-12-15
12125.0,AW00012125,Richard,Parker,M,M,2024-09-13
12126.0,AW00012126,Lisa,Mitchell,S,M,2024-03-02
12127.0,AW00012127,Susan,Brown,S,F,2024-02-17
12128.0,AW00012128,Rebecca,King,M,M,2023-09-20
12129.0,AW00012129,Amanda,Mitchell,S,M,2024-05-05
12130.0,AW00012130,Emily,Wilson,S,M,2024-08-01
12131.0,AW00012131,Charles,Jones,S,F,2025-09-16
12132.0,AW00012132,Sione,Martin,S,F,2025-06-23
12133.0,AW00012133,Steven,Anderson,S,M,2025-03-28
12134.0,AW00012134,Tane,Allen,M,M,2024-10-08
12135.0,AW00012135,Baraa,Walker,S,F,2024-11-17
12136.0,AW00012136,Mark,Jones,S,F,2024-04-29
12137.0,AW00012137,Barbara,Baker,M,M,2024-10-07
12138.0,AW00012138,Susan,Smith,S,F,2023-12-17
12139.0,AW00012139,Betty,Turner,M,M,2025-08-13
12140.0,AW00012140,Elizabeth,Davis,S,M,2024-09-13
12141.0,AW00012141,Elizabeth,Allen,S,F,2025-06-03
12142.0,AW00012142,Emily,Turner,S,F,2023-03-31
12143.0,AW00012143,Paul,Singh,M,F,2024-12-19
12144.0,AW00012144,Elizabeth,Martin,S,M,2024-03-25
12145.0,AW00012145,Melissa,Jones,M,M,2023-03-09
12146.0,AW00012146,Carol,Young,S,F,2024-08-09
12147.0,AW00012147,Anthony,Lee,S,M,2024-08-19
12148.0,AW00012148,Amanda,Campbell,M,F,2024-02-27
12149.0,AW00012149,Patricia,Nime,M,M,2024-03-24
12150.0,AW00012150,Ashley,Moore,S,F,2025-10-17
12151.0,AW00012151,Linda,Kumar,M,F,2025-02-12
12152.0,AW00012152,Joseph,Baker,S,F,2023-05-25
12153.0,AW00012153,Daniel,Perez,M,M,2026-04-06
12154.0,AW00012154,Baraa,Brown,S,F,2025-10-11
12155.0,AW00012155,Steven,Mitchell,S,M,2024-11-03
12156.0,AW00012156,Kenneth,Hall,M,M,2024-10-15
12157.0,AW00012157,George,Johnson,M,M,2024-09-08
12158.0,AW00012158,Sione,Adams,M,F,2023-04-25
12159.0,AW00012159,Anthony,Campbell,M,M,2025-11-03
12160.0,AW00012160,Mark,Brown,S,F,2023-09-23
12161.0,AW00012161,Kenneth,Toalii,S,F,2025-03-12
12162.0,AW00012162,Stephanie,Johnson,S,M,2025-07-25
12163.0,AW00012163,Carol,Mitchell,S,M,2026-01-02
12164.0,AW00012164,Charles,Nime,S,M,2025-01-17
12165.0,AW00012165,Jessica,Phillips,S,F,2025-06-26
12166.0,AW00012166,Daniel,Manu,M,M,2024-02-27
12167.0,AW00012167,Betty,White,M,M,2025-01-06
12168.0,AW00012168,Kenneth,Jones,S,F,2023-04-07
12169.0,AW00012169,Peter,Lewis,M,M,2024-01-04
12170.0,AW00012170,Matthew,Nelson,S,M,2026-03-18
12171.0,AW00012171,Malia,Thomas,M,F,2023-01-24
12172.0,AW00012172,Tane,Anderson,S,M,2024-09-25
12173.0,AW00012173,Timothy,Miller,M,F,2024-12-27
12174.0,AW00012174,Malia,Parker,S,M,2024-11-20
12175.0,AW00012175,George,Wright,S,M,2025-11-24
12176.0,AW00012176,Michael,Parker,S,F,2025-07-09
12177.0,AW00012177,Peter,Moore,S,F,2023-11-01
12178.0,AW00012178,Joseph,Roberts,M,F,2025-02-28
12179.0,AW00012179,Michelle,Miller,M,F,2023-07-10
12180.0,AW00012180,Karen,Singh,S,F,2026-01-10
12181.0,AW00012181,Ashley,Smith,S,M,2025-02-07
12182.0,AW00012182,Daniel,Taylor,M,F,2023-09-26
12183.0,AW00012183,Kenneth,Davis,M,M,2023-02-11
12184.0,AW00012184,Karen,Johnson,S,F,2024-08-19
12185.0,AW00012185,Joseph,Taylor,S,M,2023-02-19
12186.0,AW00012186,Sarah,Hall,S,F,2025-09-02
12187.0,AW00012187,Carol,Garcia,S,F,2025-06-09
12188.0,AW00012188,Anthony,Mitchell,M,M,2026-04-07
12189.0,AW00012189,Donald,Lewis,M,M,2024-06-22
12190.0,AW00012190,Ashley,Mitchell,M,M,2025-07-24
12191.0,AW00012191,Peter,Taylor,M,M,2023-09-28
12192.0,AW00012192,Donna,Jackson,S,M,2024-04-26
12193.0,AW00012193,Steven,Adams,S,M,2023-11-10
12194.0,AW00012194,Amanda,Campbell,M,M,2023-08-04
12195.0,AW00012195,Joseph,Miller,S,F,2023-01-25
12196.0,AW00012196,Ashley,Roberts,M,M,2023-10-29
12197.0,AW00012197,John,Allen,M,M,2025-01-05
12198.0,AW00012198,George,Roberts,M,M,2023-10-12
12199.0,AW00012199,Lisa,White,M,M,2026-03-15
12200.0,AW00012200,Barbara,Scott,M,M,2023-03-23
12201.0,AW00012201,Deborah,Baker,M,F,2025-09-21
12202.0,AW00012202,Kimberly,Mitchell,M,F,2023-04-25
12203.0,AW00012203,Richard,Lopez,M,M,2025-04-26
12204.0,AW00012204,Joseph,Thomas,S,F,2023-12-15
12205.0,AW00012205,Patricia,Adams,M,F,2025-03-14
12206.0,AW00012206,Amanda,Taylor,S,F,2024-12-08
12207.0,AW00012207,Stephanie,Garcia,S,M,2025-05-15
12208.0,AW00012208,Patricia,Nime,M,F,2025-11-05
12209.0,AW00012209,Keziah,Green,,F,2023-10-17
12210.0,AW00012210,Sandra,Nime,S,F,2025-10-04
12211.0,AW00012211,William,Campbell,M,M,2024-08-11
12212.0,AW00012212,Aroha,Carter,S,M,2023-08-14
12213.0,AW00012213,Mere,Anderson,S,F,2025-04-25
12214.0,AW00012214,Steven,Walker,S,F,2023-07-02
12215.0,AW00012215,Donald,Williams,S,F,2023-09-13
12216.0,AW00012216,Elizabeth,Baker,M,M,2023-05-14
12217.0,AW00012217,Brian,Walker,S,F,2025-07-27
12218.0,AW00012218,Ashley,Jackson,M,M,2024-10-29
12219.0,AW00012219,Jennifer,Taylor,M,F,2024-05-07
12220.0,AW00012220,John,Smith,M,M,2023-05-23
12221.0,AW00012221,Brian,Singh,M,M,2024-02-03
12222.0,AW00012222,Jessica,Ngata,S,M,2024-05-13
12223.0,AW00012223,Daniel,Perez,S,M,2023-03-04
12224.0,AW00012224,Brian,Garcia,M,F,2023-12-26
12225.0,AW00012225,Betty,Lewis,S,F,2023-03-30
12226.0,AW00012226,Michelle,Campbell,M,M,2025-08-06
12227.0,AW00012227,Peter,Jackson,S,M,2023-02-10
12228.0,AW00012228,Sarah,Nime,S,F,2025-04-05
12229.0,AW00012229,Mere,Adams,M,F,2023-01-22
12230.0,AW00012230,Kimberly,Martin,M,M,2023-07-15
12231.0,AW00012231,Timothy,Lopez,M,F,2025-06-24
12232.0,AW00012232,Ronald,Brown,M,M,2023-11-23
12233.0,AW00012233,John,Davis,S,M,2024-07-29
12234.0,AW00012234,David,Singh,M,F,2024-11-28
12235.0,AW00012235,Sandra,Moore,M,F,2024-12-06
12236.0,AW00012236,Kimberly,Kumar,M,F,2025-02-24
12237.0,AW00012237,Joseph,Jackson,M,M,2023-11-02
12238.0,AW00012238,Mark,Hall,S,F,2025-09-08
12239.0,AW00012239,Nancy,Baker,S,F,2026-01-01
12240.0,AW00012240,Patricia,Lee,S,F,2024-07-05
12241.0,AW00012241,Steven,Toalii,S,M,2025-12-05
12242.0,AW00012242,Stephanie,Wright,M,F,2025-05-07
12243.0,AW00012243,Susan,Walker,S,F,2026-04-14
12244.0,AW00012244,Tane,Martin,M,F,2025-07-22
12245.0,AW00012245,Jessica,Wright,S,F,2025-07-28
12246.0,AW00012246,Linda,Allen,M,M,2024-02-16
12247.0,AW00012247,Melissa,Taylor,M,M,2025-10-21
12248.0,AW00012248,Thomas,Manu,M,M,2024-08-16
12249.0,AW00012249,Tane,Brown,S,F,2025-10-06
12250.0,AW00012250,Mary,Manu,M,F,2025-08-23
12251.0,AW00012251,Steven,Walker,S,F,2025-11-17
12252.0,AW00012252,Thomas,Thompson,M,M,2026-05-14
12253.0,AW00012253,Kenneth,Turner,M,F,2023-04-26
12254.0,AW00012254,Rebecca,Williams,S,F,2023-07-02
12255.0,AW00012255,James,Allen,M,F,2026-01-23
12256.0,AW00012256,James,Williams,M,F,2024-10-05
12257.0,AW00012257,Sandra,Lopez,S,F,2023-06-10
12258.0,AW00012258,Paul,Singh,M,F,2024-05-24
12259.0,AW00012259,Jessica,Walker,S,F,2023-06-29
12260.0,AW00012260,George,Carter,M,F,2025-07-21
12261.0,AW00012261,David,Smith,M,F,2025-07-03
12262.0,AW00012262,Sandra,Lee,S,F,2024-11-01
12263.0,AW00012263,Elizabeth,Baker,S,M,2023-10-27
12264.0,AW00012264,Robert,Johnson,M,F,2024-04-11
12265.0,AW00012265,Barbara,Turner,S,F,2026-04-03
12266.0,AW00012266,George,Taylor,S,M,2026-04-18
12267.0,AW00012267,Michael,Perez,S,M,2023-07-04
12268.0,AW00012268,Ronald,Perez,M,F,2024-12-24
12269.0,AW00012269,David,Phillips,S,M,2025-11-12
12270.0,AW00012270,Joseph,Martin,M,M,2023-12-15
12271.0,AW00012271,Mary,Brown,M,F,2025-04-26
12272.0,AW00012272,Michelle,Lewis,S,F,2026-02-26
12273.0,AW00012273,James,Phillips,M,F,2025-07-07
12274.0,AW00012274,Tane,Parker,M,F,2023-09-30
12275.0,AW00012275,Emily,Green,S,F,2024-03-31
12276.0,AW00012276,Sandra,Allen,S,M,2024-08-19
12277.0,AW00012277,Linda,Lewis,M,F,2025-03-05
12278.0,AW00012278,David,Phillips,S,M,2024-12-28
12279.0,AW00012279,Mary,Hall,M,F,2023-03-22
12280.0,AW00012280,Paul,Nime,S,M,2023-04-12
12281.0,AW00012281,Andrew,Jones,S,M,2024-08-01
12282.0,AW00012282,Nancy,Wilson,M,M,2023-02-21
12283.0,AW00012283,Donna,Jones,M,M,2024-02-27
12284.0,AW00012284,Susan,Taylor,M,F,2023-02-09
12285.0,AW00012285,Patricia,Carter,M,F,2023-11-20
12286.0,AW00012286,Anthony,King,S,F,2023-10-30
12287.0,AW00012287,Jason,Singh,M,M,2025-09-01
12288.0,AW00012288,Aroha,Phillips,M,F,2025-04-26
12289.0,AW00012289,Nancy,Perez,S,M,2024-06-08
12290.0,AW00012290,Betty,Anderson,M,F,2023-08-23
12291.0,AW00012291,George,Kumar,M,M,2025-05-02
12292.0,AW00012292,Sione,Williams,S,M,2024-11-04
12293.0,AW00012293,Jessica,Taylor,M,F,2023-01-07
12294.0,AW00012294,Joseph,Allen,S,M,2024-09-14
12295.0,AW00012295,Timothy,Lee,M,F,2024-05-28
12296.0,AW00012296,Sione,Taylor,S,F,2024-03-24
12297.0,AW00012297,Lisa,Williams,S,M,2023-12-03
12298.0,AW00012298,Richard,Johnson,S,M,2024-08-24
12299.0,AW00012299,Anthony,Jackson,M,M,2024-03-07
12300.0,AW00012300,Emily,Garcia,S,F,2024-07-05
12301.0,AW00012301,Aroha,Walker,S,F,2023-01-01
12302.0,AW00012302,Lisa,Johnson,M,F,2025-03-11
12303.0,AW00012303,Timothy,Nelson,,M,2023-09-09
12304.0,AW00012304,Richard,Carter,M,M,2023-06-28
12305.0,AW00012305,Robert,Williams,S,F,2024-01-10
12306.0,AW00012306,Amanda,Garcia,M,F,2024-11-03
12307.0,AW00012307,William,Walker,S,F,2025-12-11
12308.0,AW00012308,George,King,S,F,2025-06-06
12309.0,AW00012309,Thomas,Garcia,M,M,2024-10-09
12310.0,AW00012310,John,King,M,F,2024-01-04
12311.0,AW00012311,Timothy,Kumar,M,F,2025-04-07
12312.0,AW00012312,Timothy,White,S,M,2025-06-20
12313.0,AW00012313,Andrew,Singh,M,M,2024-08-03
12314.0,AW00012314,Sandra,Ngata,S,F,2023-05-28
12315.0,AW00012315,Peter,Davis,S,M,2025-03-23
12316.0,AW00012316,Daniel,Martin,M,M,2025-03-26
12317.0,AW00012317,Kimberly,Garcia,M,F,2024-12-29
12318.0,AW00012318,William,Singh,S,M,2026-04-26
12319.0,AW00012319,Joseph,Perez,S,F,2023-03-12
12320.0,AW00012320,Sandra,Lopez,M,F,2023-08-30
12321.0,AW00012321,Charles,Carter,M,M,2025-04-19
12322.0,AW00012322,Mere,Singh,S,F,2023-08-17
12323.0,AW00012323,James,Williams,S,F,2023-06-25
12324.0,AW00012324,Richard,Moore,S,M,2024-03-21
12325.0,AW00012325,Mary,Wilson,M,M,2024-05-17
12326.0,AW00012326,Ronald,Carter,M,F,2024-09-22
12327.0,AW00012327,Anthony,Anderson,S,M,2025-04-15
12328.0,AW00012328,Kimberly,Davis,M,M,2025-10-25
12329.0,AW00012329,Daniel,Lee,S,M,2024-12-31
12330.0,AW00012330,Patricia,Wilson,M,F,2025-03-05
12331.0,AW00012331,Carol,Nelson,S,F,2026-03-04
12332.0,AW00012332,Stephanie,Nelson,S,M,2024-06-02
12333.0,AW00012333,Kenneth,Perez,S,F,2024-11-03
12334.0,AW00012334,Stephanie,Garcia,S,F,2026-04-06
12335.0,AW00012335,Michael,Williams,M,M,2026-01-19
12336.0,AW00012336,Joshua,Carter,M,M,2023-04-26
12337.0,AW00012337,Timothy,Lee,M,F,2025-05-11
12338.0,AW00012338,Donald,Scott,M,F,2023-07-21
12339.0,AW00012339,Nancy,Perez,S,F,2025-07-26
12340.0,AW00012340,Baraa,White,S,F,2025-03-04
12341.0,AW00012341,Daniel,Singh,M,F,2024-04-27
12342.0,AW00012342,Daniel,Anderson,M,F,2023-09-17
12343.0,AW00012343,Amanda,Walker,S,M,2025-04-23
12344.0,AW00012344,Karen,Miller,M,M,2024-08-10
12345.0,AW00012345,Timothy,Young,M,F,2026-01-26
12346.0,AW00012346,George,Perez,M,M,2025-12-22
12347.0,AW00012347,Jason,Martin,S,F,2024-05-16
12348.0,AW00012348,Carol,Miller,M,M,2024-03-14
12349.0,AW00012349,Baraa,Johnson,M,M,2023-02-21
12350.0,AW00012350,Sione,Roberts,S,M,2024-07-31
12351.0,AW00012351,James,Lee,M,M,2023-12-18
12352.0,AW00012352,Charles,King,S,F,2025-01-03
12353.0,AW00012353,Kimberly,Hall,M,M,2023-08-23
12354.0,AW00012354,Anthony,Young,M,M,2024-11-12
12355.0,AW00012355,Rebecca,Patel,S,M,2023-04-16
12356.0,AW00012356,Brian,White,S,M,2024-07-05
12357.0,AW00012357,Sandra,Nime,M,F,2025-09-18
12358.0,AW00012358,Joseph,Manu,S,M,2023-01-28
12359.0,AW00012359,Michelle,Thomas,S,M,2026-02-12
12360.0,AW00012360,Robert,Moore,M,F,2024-11-24
12361.0,AW00012361,Matthew,Thomas,S,M,2026-01-11
12362.0,AW00012362,Timothy,Clark,M,F,2025-11-27
12363.0,AW00012363,Sandra,Kumar,M,M,2023-02-26
12364.0,AW00012364,Matthew,Allen,S,M,2023-07-02
12365.0,AW00012365,William,White,M,M,2023-10-13
12366.0,AW00012366,Michelle,Lewis,M,F,2026-02-04
12367.0,AW00012367,Nancy,White,M,F,2023-06-20
12368.0,AW00012368,Malia,Garcia,S,F,2025-07-16
12369.0,AW00012369,Barbara,Manu,M,F,2024-05-21
12370.0,AW00012370,Betty,Campbell,S,M,2024-07-05
12371.0,AW00012371,Richard,Garcia,M,F,2023-08-03
12372.0,AW00012372,Lisa,Martin,S,F,2023-03-19
12373.0,AW00012373,Kenneth,Walker,S,F,2023-01-19
12374.0,AW00012374,Patricia,Lee,M,F,2024-12-26
12375.0,AW00012375,Sarah,Allen,S,F,2025-03-23
12376.0,AW00012376,Richard,Kumar,S,M,2025-01-22
12377.0,AW00012377,Sarah,Clark,S,F,2026-04-28
12378.0,AW00012378,William,Thomas,S,F,2025-05-04
12379.0,AW00012379,Mary,Thomas,M,M,2025-12-16
12380.0,AW00012380,Ashley,Green,M,M,2023-11-05
12381.0,AW00012381,Matthew,Anderson,M,F,2025-09-14
12382.0,AW00012382,Donald,King,M,F,2023-11-22
12383.0,AW00012383,Steven,Davis,S,F,2024-09-22
12384.0,AW00012384,Tane,Roberts,M,M,2025-08-07
12385.0,AW00012385,Betty,Thompson,S,F,2024-04-23
12386.0,AW00012386,Anthony,Anderson,S,M,2023-09-11
12387.0,AW00012387,John,Mitchell,M,M,2024-07-20
12388.0,AW00012388,Jessica,Clark,M,M,2024-01-01
12389.0,AW00012389,James,Kumar,S,M,2024-09-08
12390.0,AW00012390,Joseph,Roberts,S,F,2024-12-12
12391.0,AW00012391,Mary,Turner,M,M,2026-04-13
12392.0,AW00012392,Sione,Moore,M,F,2025-11-09
12393.0,AW00012393,Mark,Hall,M,F,2024-02-25
12394.0,AW00012394,Amanda,Turner,S,M,2023-01-27
12395.0,AW00012395,James,Phillips,M,F,2023-02-23
12396.0,AW00012396,Michael,Toalii,S,F,2026-04-18
12397.0,AW00012397,Michelle,Carter,S,F,2023-10-28
12398.0,AW00012398,Daniel,Allen,M,F,2025-07-10
12399.0,AW00012399,Anthony,Davis,M,F,2025-02-17
12400.0,AW00012400,Donald,Brown,S,F,2025-07-09
12401.0,AW00012401,Kimberly,Garcia,S,F,2026-01-13
12402.0,AW00012402,Richard,Baker,M,F,2023-05-22
12403.0,AW00012403,Jennifer,Adams,S,F,2024-07-14
12404.0,AW00012404,Peter,Jones,M,M,2025-03-06
12405.0,AW00012405,Andrew,Davis,M,F,2025-01-14
12406.0,AW00012406,Donna,Lopez,S,M,2025-04-12
12407.0,AW00012407,Sarah,Scott,S,F,2023-10-12
12408.0,AW00012408,Elizabeth,Green,S,F,2023-11-16
12409.0,AW00012409,Rebecca,Anderson,S,M,2025-09-15
12410.0,AW00012410,Elizabeth,King,S,M,2025-01-05
12411.0,AW00012411,Sarah,Lewis,S,F,2023-07-23
12412.0,AW00012412,Kimberly,Kumar,M,M,2023-10-18
12413.0,AW00012413,Andrew,Adams,M,F,2024-07-21
12414.0,AW00012414,Kenneth,Campbell,M,F,2024-07-31
12415.0,AW00012415,Richard,Moore,S,F,2024-04-24
12416.0,AW00012416,Patricia,Nelson,S,M,2024-03-17
12417.0,AW00012417,Anthony,Thomas,S,M,2024-01-15
12418.0,AW00012418,Joshua,Manu,S,M,2024-04-12
12419.0,AW00012419,Melissa,Miller,M,M,2023-05-24
12420.0,AW00012420,Elizabeth,Roberts,S,F,2024-12-22
12421.0,AW00012421,Tane,Adams,S,M,2024-09-19
12422.0,AW00012422,Carol,Nelson,M,M,2024-06-11
12423.0,AW00012423,Mary,Toalii,S,M,2026-02-15
12424.0,AW00012424,Deborah,Thompson,M,M,2024-09-04
12425.0,AW00012425,Nancy,Hall,M,M,2024-08-13
12426.0,AW00012426,Malia,Parker,S,F,2026-02-07
12427.0,AW00012427,Stephanie,Allen,S,F,2023-10-05
12428.0,AW00012428,Lisa,Patel,M,M,2025-02-15
12429.0,AW00012429,Charles,Smith,S,M,2026-02-18
12430.0,AW00012430,George,Carter,M,M,2026-04-17
12431.0,AW00012431,Richard,Lopez,M,M,2024-10-01
12432.0,AW00012432,Emily,Manu,S,M,2023-03-14
12433.0,AW00012433,John,Ngata,M,F,2024-09-29
12434.0,AW00012434,David,Campbell,S,M,2025-11-27
